Optimization Data
 
Start time: 2026-05-14 15:57:34 
 
Solver Options:
Method: PySLSQP 
# acc: 0.001 
# finite_diff_abs_step: [0.01744372, 0.008575220000000001, 0.0004665, 0.00467619, 0.00022325] 
# maxiter: 80 
# Aggregate: None 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
Design Variables and Bounds 
# x0 = [174.44, 85.75, 4.67, 46.76, 2.23]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108] 
 x[2] (t0) bounds = [2.5, 5.0] 
 x[3] (d1) bounds = [25, 60.0] 
 x[4] (t1) bounds = [2, 6.0] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 177.61, 174.44 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.524,35.468,35.468,35.468,36.259
0, 2, 177.66, 174.61 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.534,35.478,35.478,35.478,36.269
0, 3, 177.73, 174.44 ,85.84 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.548,35.492,35.492,35.492,36.284
0, 4, 177.72, 174.44 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.546,35.490,35.490,35.490,36.281
0, 5, 177.68, 174.44 ,85.75 ,4.67 ,46.81 ,2.23, NA, NA, 1.0000, 35.538,35.482,35.482,35.482,36.272
0, 6, 177.67, 174.44 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.536,35.480,35.480,35.480,36.271
0, 7, 177.61, 174.44 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.524,35.468,35.468,35.468,36.259
0, 8, 177.66, 174.61 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.534,35.478,35.478,35.478,36.269
0, 9, 177.73, 174.44 ,85.84 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.548,35.492,35.492,35.492,36.284
0, 10, 177.72, 174.44 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.546,35.490,35.490,35.490,36.281
0, 11, 177.68, 174.44 ,85.75 ,4.67 ,46.81 ,2.23, NA, NA, 1.0000, 35.538,35.482,35.482,35.482,36.272
0, 12, 177.67, 174.44 ,85.75 ,4.67 ,46.76 ,2.23, NA, NA, 1.0000, 35.536,35.480,35.480,35.480,36.271
0, 13, 117.08, 173.57 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.416,23.384,23.384,23.384,23.839
1, 14, 117.11, 173.74 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.424,23.392,23.392,23.392,23.847
1, 15, 117.14, 173.57 ,77.59 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.430,23.397,23.397,23.397,23.853
1, 16, 117.14, 173.57 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.429,23.396,23.396,23.396,23.852
1, 17, 117.13, 173.57 ,77.51 ,2.92 ,42.37 ,2.00, NA, NA, 1.0000, 23.427,23.395,23.395,23.395,23.850
1, 18, 117.12, 173.57 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.426,23.394,23.394,23.394,23.848
1, 19, 117.08, 173.57 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.416,23.384,23.384,23.384,23.839
1, 20, 117.11, 173.74 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.424,23.392,23.392,23.392,23.847
1, 21, 117.14, 173.57 ,77.59 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.430,23.397,23.397,23.397,23.853
1, 22, 117.14, 173.57 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.429,23.396,23.396,23.396,23.852
1, 23, 117.13, 173.57 ,77.51 ,2.92 ,42.37 ,2.00, NA, NA, 1.0000, 23.427,23.395,23.395,23.395,23.850
1, 24, 117.12, 173.57 ,77.51 ,2.92 ,42.33 ,2.00, NA, NA, 1.0000, 23.426,23.394,23.394,23.394,23.848
1, 25, 88.90, 172.13 ,62.11 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.782,17.757,17.757,17.757,18.102
2, 26, 88.93, 172.30 ,62.11 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.788,17.763,17.763,17.763,18.108
2, 27, 88.96, 172.13 ,62.17 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.792,17.767,17.767,17.767,18.113
2, 28, 88.95, 172.13 ,62.11 ,2.79 ,32.82 ,2.00, NA, NA, 1.0000, 17.791,17.767,17.767,17.767,18.112
2, 29, 88.95, 172.13 ,62.11 ,2.78 ,32.85 ,2.00, NA, NA, 1.0000, 17.790,17.765,17.765,17.765,18.111
2, 30, 88.94, 172.13 ,62.11 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.789,17.764,17.764,17.764,18.110
2, 31, 88.90, 172.13 ,62.11 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.782,17.757,17.757,17.757,18.102
2, 32, 88.93, 172.30 ,62.11 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.788,17.763,17.763,17.763,18.108
2, 33, 88.96, 172.13 ,62.17 ,2.78 ,32.82 ,2.00, NA, NA, 1.0000, 17.792,17.767,17.767,17.767,18.113
2, 34, 88.95, 172.13 ,62.11 ,2.79 ,32.82 ,2.00, NA, NA, 1.0000, 17.791,17.767,17.767,17.767,18.112
