Optimization Data
 
Start time: 2026-05-13 17:53:09 
 
Solver Options:
Method: PySLSQP 
# acc: 0.001 
# finite_diff_abs_step: [0.023445840000000003, 0.007193770000000001, 0.0004954600000000001, 0.00423599, 0.00049927] 
# maxiter: 60 
# Aggregate: P-norm 
# p_value: 8 
# rho_value: 100 
# relaxation: 0 
Design Variables and Bounds 
# x0 = [234.46, 71.94, 4.95, 42.36, 4.99]
 x[0] (rad) bounds = [150.0, 350.0] 
 x[1] (d0) bounds = [48.3, 108] 
 x[2] (t0) bounds = [2.5, 5] 
 x[3] (d1) bounds = [25, 60.0] 
 x[4] (t1) bounds = [2, 6] 


iteration,eval_index,objective,x0,x1,x2,x3,x4,g_max,v_agg,c_val,seg_mass1,seg_mass2,seg_mass3,seg_mass4,seg_mass5
0, 1, 252.44, 234.46 ,71.94 ,4.95 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.490,50.441,50.441,50.441,51.134
0, 2, 252.57, 234.69 ,71.94 ,4.95 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.516,50.467,50.467,50.467,51.160
0, 3, 252.55, 234.46 ,72.01 ,4.95 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.511,50.462,50.462,50.462,51.156
0, 4, 252.53, 234.46 ,71.94 ,4.96 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.508,50.459,50.459,50.459,51.153
0, 5, 252.61, 234.46 ,71.94 ,4.95 ,42.40 ,4.99, 0.0000, 0.0000, 1.0000, 50.524,50.475,50.475,50.475,51.169
0, 6, 252.57, 234.46 ,71.94 ,4.95 ,42.36 ,5.00, 0.0000, 0.0000, 1.0000, 50.516,50.467,50.467,50.467,51.161
0, 7, 252.44, 234.46 ,71.94 ,4.95 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.490,50.441,50.441,50.441,51.134
0, 8, 252.57, 234.69 ,71.94 ,4.95 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.516,50.467,50.467,50.467,51.160
0, 9, 252.55, 234.46 ,72.01 ,4.95 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.511,50.462,50.462,50.462,51.156
0, 10, 252.53, 234.46 ,71.94 ,4.96 ,42.36 ,4.99, 0.0000, 0.0000, 1.0000, 50.508,50.459,50.459,50.459,51.153
0, 11, 252.61, 234.46 ,71.94 ,4.95 ,42.40 ,4.99, 0.0000, 0.0000, 1.0000, 50.524,50.475,50.475,50.475,51.169
0, 12, 252.57, 234.46 ,71.94 ,4.95 ,42.36 ,5.00, 0.0000, 0.0000, 1.0000, 50.516,50.467,50.467,50.467,51.161
0, 13, 110.29, 233.91 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 1.0000, 22.059,22.034,22.034,22.034,22.389
1, 14, 110.34, 234.14 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.069,22.044,22.044,22.044,22.399
1, 15, 110.34, 233.91 ,70.52 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.070,22.044,22.044,22.044,22.400
1, 16, 110.34, 233.91 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.069,22.044,22.044,22.044,22.399
1, 17, 110.35, 233.91 ,70.45 ,2.50 ,38.31 ,2.00, 0.0000, 0.0000, 0.0000, 22.072,22.046,22.046,22.046,22.402
1, 18, 110.35, 233.91 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.070,22.045,22.045,22.045,22.400
1, 19, 110.29, 233.91 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.059,22.034,22.034,22.034,22.389
1, 20, 110.34, 234.14 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.069,22.044,22.044,22.044,22.399
1, 21, 110.34, 233.91 ,70.52 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.070,22.044,22.044,22.044,22.400
1, 22, 110.34, 233.91 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.069,22.044,22.044,22.044,22.399
1, 23, 110.35, 233.91 ,70.45 ,2.50 ,38.31 ,2.00, 0.0000, 0.0000, 0.0000, 22.072,22.046,22.046,22.046,22.402
1, 24, 110.35, 233.91 ,70.45 ,2.50 ,38.27 ,2.00, 0.0000, 0.0000, 0.0000, 22.070,22.045,22.045,22.045,22.400
1, 25, 112.93, 233.73 ,68.41 ,2.84 ,36.87 ,2.00, 0.0000, 0.0000, 0.0000, 22.588,22.560,22.560,22.560,22.950
2, 26, 112.98, 233.96 ,68.41 ,2.84 ,36.87 ,2.00, 0.0000, 0.0000, 0.0000, 22.597,22.570,22.570,22.570,22.959
2, 27, 112.99, 233.73 ,68.48 ,2.84 ,36.87 ,2.00, 0.0000, 0.0000, 0.0000, 22.599,22.572,22.572,22.572,22.962
